tmin	tier	text	tmax
0	Transcription	compro	0,323
0,323	Transcription	una	0,458
0,458	position	kw_2	1,086
0,458	Transcription	camiseta	1,086
1,086	position	kw_1	1,266
1,086	Transcription	del	1,266
1,266	position	kw	1,893
1,266	Transcription	festival	1,893
1,893	Transcription	en	2,023
1,893	position	kw+1	2,023
2,023	Transcription	la	2,172
2,172	position	ending	2,741
2,172	Transcription	tienda	2,741
