tmin	tier	text	tmax
0	Transcription	Seguramente	0,906
0,906	Transcription	Marcos	1,474
1,474	position	kw_2	1,762
1,474	Transcription	haya	1,762
1,762	position	kw_1	2,237
1,762	Transcription	vuelto	2,237
2,237	Transcription	que	2,52
2,237	position	kw	2,52
2,52	Transcription	del	2,739
2,52	position	kw+1	2,739
2,739	Transcription	trabajo	3,416
2,739	position	ending	3,416
