tmin	tier	text	tmax
0	Transcription	lo	0,146
0,146	Transcription	he	0,276
0,276	Transcription	comprado	0,954
0,954	position	kw_2	1,384
0,954	Transcription	durante	1,384
1,384	position	kw_1	1,596
1,384	Transcription	un	1,596
1,596	Transcription	festivales	2,513
1,596	position	kw	2,513
2,513	Transcription	en	2,704
2,513	position	kw+1	2,704
2,704	position	ending	3,224
2,704	Transcription	China	3,224
