tmin	tier	text	tmax
0	Transcription	los	0,199
0,199	Transcription	alumnos	0,785
0,785	Transcription	volvieron	1,435
1,435	Transcription	desde	1,737
1,435	position	kw_2	1,737
1,737	position	kw_1	1,884
1,737	Transcription	la	1,884
1,884	position	kw	2,344
1,884	Transcription	campo	2,344
2,344	Transcription	a	2,404
2,344	position	kw+1	2,404
2,404	Transcription	la	2,535
2,535	position	ending	3,089
2,535	Transcription	ciudad	3,089
