tmin	tier	text	tmax
0	Transcription	Carlos	0,5
0,5	Transcription	se	0,617
0,617	position	kw_2	1,098
0,617	Transcription	abriga	1,098
1,098	position	kw_1	1,439
1,098	Transcription	cada	1,439
1,442	Transcription	vaso	1,862
1,442	position	kw	1,862
1,862	Transcription	de	1,951
1,862	position	kw+1	1,951
1,951	Transcription	invierno	2,7
1,951	position	ending	2,7
