tmin	tier	text	tmax
0,004	Transcription	lo	0,163
0,163	Transcription	he	0,237
0,245	Transcription	conocido	0,836
0,84	position	kw_2	1,245
0,84	Transcription	durante2	1,245
1,247	position	kw_1	1,508
1,247	Transcription	una	1,508
1,508	Transcription	fiesta	1,969
1,508	position	kw	1,969
1,969	position	kw+1	2,452
1,975	Transcription	universi-	2,452
2,452	Transcription	taria	2,872
2,452	position	ending	2,878
