tmin	tier	text	tmax
0	Transcription	Llega	0,305
0,305	Transcription	el	0,511
0,511	Transcription	momento	1,037
1,037	position	kw_2	1,2
1,037	Transcription	de	1,2
1,2	position	kw_1	1,37
1,2	Transcription	el	1,37
1,37	Transcription	verdad	1,977
1,37	position	kw	1,977
1,977	Transcription	para	2,266
1,977	position	kw+1	2,266
2,266	position	ending	3,033
2,266	Transcription	nosotros	3,033
