tmin	tier	text	tmax
0	Transcription	He	0,113
0,113	Transcription	llegado	0,596
0,596	position	kw_2	0,686
0,596	Transcription	a	0,686
0,686	position	kw_1	0,963
0,686	Transcription	esta	0,963
0,963	Transcription	lluvia	1,388
0,963	position	kw	1,388
1,388	Transcription	de	1,494
1,388	position	kw+1	1,494
1,494	Transcription	madrugada	2,195
1,494	position	ending	2,195
