tmin	tier	text	tmax
0	Transcription	Luis	0,363
0,363	Transcription	se	0,586
0,586	position	kw_2	1,001
0,586	Transcription	rasca	1,001
1,001	position	kw_1	1,138
1,001	Transcription	la	1,138
1,142	Transcription	palabra	1,639
1,142	position	kw	1,639
1,639	Transcription	cuando	1,971
1,639	position	kw+1	1,971
1,971	Transcription	piensa	2,623
1,971	position	ending	2,623
