tmin	tier	text	tmax
0	Transcription	Carla	0,361
0,361	Transcription	se	0,581
0,581	Transcription	ha	0,637
0,637	position	kw_2	1,179
0,637	Transcription	acabado	1,179
1,179	position	kw_1	1,301
1,179	Transcription	de	1,301
1,301	Transcription	escribir	1,864
1,301	position	kw	1,864
1,864	Transcription	el	2,047
1,864	position	kw+1	2,047
2,047	position	ending	2,564
2,047	Transcription	libro	2,564
