tmin	tier	text	tmax
0,001	Transcription	tal	0,202
0,202	Transcription	vez	0,46
0,464	Transcription	la	0,638
0,638	Transcription	1	0,639
0,639	Transcription	carrera	1,131
1,131	Transcription	haya	1,326
1,131	position	kw_2	1,332
1,332	Transcription	empezado	1,92
1,332	position	kw_1	1,92
1,92	position	kw	2,101
1,92	Transcription	ya	2,101
2,106	position	kw+1	2,228
2,106	Transcription	en	2,228
2,233	Transcription	el	2,423
2,423	position	ending	3,04
2,423	Transcription	circuito	3,04
