tmin	tier	text	tmax
0	Transcription	me	0,154
0,154	Transcription	duele	0,542
0,542	position	kw_2	0,962
0,542	Transcription	mucho	0,962
0,962	position	kw_1	1,328
0,962	Transcription	este	1,328
1,328	Transcription	noticia	1,962
1,328	position	kw	1,962
1,962	Transcription	tan	2,303
1,962	position	kw+1	2,303
2,303	Transcription	dura	2,728
2,303	position	ending	2,728
