tmin	tier	text	tmax
0	Transcription	me	0,149
0,149	Transcription	he	0,266
0,266	Transcription	enterado	0,913
0,913	position	kw_2	1,34
0,913	Transcription	durante	1,34
1,34	position	kw_1	1,487
1,34	Transcription	un	1,487
1,487	Transcription	cambios	2,038
1,487	position	kw	2,038
2,038	Transcription	de	2,142
2,038	position	kw+1	2,142
2,142	position	ending	2,625
2,142	Transcription	clase	2,625
