tmin	tier	text	tmax
0,001	Transcription	basta	0,344
0,344	Transcription	comer	0,735
0,735	position	kw_2	0,895
0,735	Transcription	la	0,895
0,895	position	kw_1	1,309
0,895	Transcription	fruta	1,309
1,309	position	kw	1,693
1,309	Transcription	limpia	1,693
1,695	Transcription	para	1,886
1,695	position	kw+1	1,886
1,886	Transcription	estar	2,234
2,234	position	ending	2,704
2,234	Transcription	sano	2,704
