tmin	tier	text	tmax
0	Transcription	Hice	0,251
0,251	Transcription	pasteles	0,966
0,966	position	kw_2	1,083
0,966	Transcription	en	1,083
1,083	position	kw_1	1,382
1,083	Transcription	una	1,382
1,382	Transcription	hora	1,639
1,382	position	kw	1,639
1,639	Transcription	de	1,809
1,639	position	kw+1	1,809
1,809	Transcription	horno	2,292
1,809	position	ending	2,292
