tmin	tier	text	tmax
0	Transcription	en	0,182
0,182	position	kw_2	0,575
0,182	Transcription	verano	0,575
0,575	position	kw_1	0,795
0,575	Transcription	un	0,795
0,795	position	kw	1,244
0,795	Transcription	tiempo	1,244
1,244	Transcription	es	1,421
1,244	position	kw+1	1,421
1,421	Transcription	bueno	1,796
1,796	Transcription	para	2,064
2,064	position	ending	2,686
2,064	Transcription	navegar	2,686
