tmin	tier	text	tmax
0	Transcription	Juan	0,33
0,33	Transcription	fue	0,523
0,523	Transcription	de	0,629
0,629	position	kw_2	1,006
0,629	Transcription	casa	1,006
1,006	position	kw_1	1,094
1,006	Transcription	al	1,094
1,094	Transcription	colegios	1,84
1,094	position	kw	1,84
1,84	Transcription	con	2,055
1,84	position	kw+1	2,055
2,055	position	ending	2,732
2,055	Transcription	prisas	2,732
