tmin	tier	text	tmax
0,001	Transcription	Hace	0,273
0,277	Transcription	un	0,467
0,471	Transcription	mes	0,71
0,714	Transcription	que	0,875
0,714	position	kw	0,879
0,879	position	kw_1	1,304
0,879	Transcription	Carlos	1,304
1,304	position	kw	1,935
1,304	Transcription	trabaja	1,935
1,935	Transcription	en	2,083
1,935	position	kw+1	2,083
2,083	Transcription	el	2,236
2,236	position	ending	2,566
2,236	Transcription	bar	2,566
