tmin	tier	text	tmax
0,001	Transcription	el	0,144
0,144	Transcription	agua	0,436
0,436	position	kw_2	1,016
0,436	Transcription	permite	1,016
1,016	position	kw_1	1,175
1,016	Transcription	la	1,175
1,175	position	kw	1,619
1,175	Transcription	silla	1,619
1,619	Transcription	de	1,738
1,619	position	kw+1	1,738
1,738	Transcription	la	1,873
1,873	position	ending	2,412
1,873	Transcription	Tierra	2,412
