tmin	tier	text	tmax
0	Transcription	Juan	0,289
0,289	Transcription	fue	0,472
0,472	Transcription	de	0,579
0,579	position	kw_2	1,032
0,579	Transcription	casa	1,032
1,032	position	kw_1	1,1
1,032	Transcription	al	1,1
1,1	Transcription	silbido	1,722
1,1	position	kw	1,722
1,722	Transcription	con	2,002
1,722	position	kw+1	2,002
2,002	position	ending	2,71
2,002	Transcription	prisas	2,71
