tmin	tier	text	tmax
0	Transcription	voy	0,212
0,212	Transcription	al	0,339
0,339	Transcription	trabajo	0,868
0,868	Transcription	a	0,897
0,868	position	kw_2	0,897
0,897	position	kw_1	1,129
0,897	Transcription	las	1,129
1,129	position	kw	1,496
1,129	Transcription	nueve	1,496
1,496	Transcription	excepto	1,99
1,496	position	kw+1	1,99
1,99	Transcription	el	2,077
2,077	position	ending	2,668
2,077	Transcription	viernes	2,668
