tmin	tier	text	tmax
0	Transcription	en 	0,187
0,187	position	kw_2	0,556
0,187	Transcription	verano	0,556
0,556	position	kw_1	0,692
0,556	Transcription	el	0,692
0,692	position	kw	1,044
0,692	Transcription	tiempo	1,044
1,044	Transcription	es	1,158
1,044	position	kw+1	1,158
1,158	Transcription	bueno	1,506
1,506	Transcription	para	1,749
1,749	position	ending	2,29
1,749	Transcription	navegar	2,29
