tmin	tier	text	tmax
0	Transcription	el	0,159
0,159	Transcription	agua	0,455
0,455	position	kw_2	1,072
0,455	Transcription	permite	1,072
1,072	position	kw_1	1,311
1,072	Transcription	el	1,311
1,311	position	kw	1,708
1,311	Transcription	vida	1,708
1,708	Transcription	de	1,816
1,708	position	kw+1	1,816
1,816	Transcription	la	1,968
1,968	position	ending	2,477
1,968	Transcription	tierra	2,477
