tmin	tier	text	tmax
0	Transcription	Compro	0,31
0,31	Transcription	una	0,472
0,472	position	kw_2	1,096
0,472	Transcription	camiseta	1,096
1,096	position	kw_1	1,287
1,096	Transcription	del	1,287
1,287	position	kw	1,745
1,287	Transcription	verano	1,745
1,745	Transcription	en	1,893
1,745	position	kw+1	1,893
1,893	Transcription	la	2,044
2,044	position	ending	2,65
2,044	Transcription	tienda	2,65
