tmin	tier	text	tmax
0	Transcription	Me	0,181
0,181	Transcription	pica	0,491
0,491	position	kw_2	0,823
0,491	Transcription	mucho	0,823
0,823	position	kw_1	0,953
0,823	Transcription	la	0,953
0,953	position	kw	1,45
0,953	Transcription	garganta	1,45
1,45	Transcription	por	1,648
1,45	position	kw+1	1,648
1,648	Transcription	el	1,779
1,779	position	ending	2,253
1,779	Transcription	polvo	2,253
