tmin	tier	text	tmax
0	Transcription	la	0,161
0,161	Transcription	puerta	0,569
0,569	position	kw_2	0,962
0,569	Transcription	cierra	0,962
0,962	position	kw_1	1,212
0,962	Transcription	con	1,212
1,212	position	kw	2,002
1,212	Transcription	dificultad	2,002
2,002	Transcription	desde	2,297
2,002	position	kw+1	2,297
2,297	Transcription	el	2,372
2,372	position	ending	2,816
2,372	Transcription	robo	2,816
