tmin	tier	text	tmax
0	Transcription	los	0,286
0,286	Transcription	trenes	0,789
0,789	Transcription	estuvieron	1,426
1,426	Transcription	llegando	1,845
1,426	position	kw_2	1,845
1,845	Transcription	a	1,902
1,902	position	kw_1	2,154
1,902	Transcription	las	2,154
2,154	Transcription	tres	2,491
2,154	position	kw	2,491
2,491	Transcription	con	2,71
2,491	position	kw+1	2,71
2,71	position	ending	3,495
2,71	Transcription	normalidad	3,495
