tmin	tier	text	tmax
0	Transcription	lo	0,149
0,149	Transcription	he	0,259
0,259	Transcription	conocido	0,9
0,9	position	kw_2	1,366
0,9	Transcription	durante	1,366
1,366	Transcription	una	1,718
1,366	position	kw_1	1,718
1,718	Transcription	hora	2,079
1,718	position	kw	2,079
2,079	position	kw+1	2,656
2,079	Transcription	universitaria	3,118
2,656	position	ending	3,118
