tmin	tier	text	tmax
0	Transcription	Seguramente	0,925
0,925	Transcription	Marcos	1,525
1,525	position	kw_2	1,808
1,525	Transcription	haya	1,808
1,808	position	kw_1	2,207
1,808	Transcription	vuelto	2,207
2,207	Transcription	crudo	2,65
2,207	position	kw	2,65
2,65	Transcription	del	2,84
2,65	position	kw+1	2,84
2,84	Transcription	trabajo	3,497
2,84	position	ending	3,497
