tmin	tier	text	tmax
0	Transcription	Luis	0,34
0,34	Transcription	se	0,503
0,503	position	kw_2	0,951
0,503	Transcription	rasca	0,951
0,951	position	kw_1	1,107
0,951	Transcription	el	1,107
1,107	Transcription	cabeza	1,646
1,107	position	kw	1,646
1,646	Transcription	cuando	2,036
1,646	position	kw+1	2,036
2,036	Transcription	piensa	2,658
2,036	position	ending	2,658
