tmin	tier	text	tmax
0	Transcription	creo	0,374
0,374	Transcription	en	0,476
0,476	position	kw_2	0,598
0,476	Transcription	el	0,598
0,598	position	kw_1	1,152
0,598	Transcription	futuro	1,152
1,152	position	kw	1,757
1,152	Transcription	relleno	1,757
1,757	Transcription	de	1,879
1,757	position	kw+1	1,879
1,879	Transcription	la	2,002
2,002	position	ending	2,583
2,002	Transcription	ciudad	2,583
