tmin	tier	text	tmax
0	Transcription	Hace	0,269
0,269	Transcription	un	0,484
0,484	Transcription	mes	0,68
0,68	Transcription	que	0,826
0,68	position	kw_2	0,826
0,826	position	kw_1	1,37
0,826	Transcription	Carlos	1,37
1,37	position	kw	1,825
1,37	Transcription	llega	1,825
1,825	Transcription	en	1,971
1,825	position	kw+1	1,971
1,971	Transcription	el	2,14
2,14	position	ending	2,438
2,14	Transcription	bar	2,438
