tmin	tier	text	tmax
0	Transcription	He	0,088
0,088	Transcription	visitado	0,587
0,587	position	kw_2	0,66
0,587	Transcription	a	0,66
0,66	position	kw_1	0,913
0,66	Transcription	mis	0,913
0,913	position	kw	1,519
0,913	Transcription	abuelos	1,519
1,519	Transcription	ayer	1,895
1,519	position	kw+1	1,895
1,895	Transcription	en	2,072
2,072	Transcription	su	2,248
2,248	position	ending	2,82
2,248	Transcription	pueblo	2,82
