tmin	tier	text	tmax
0	Transcription	Me	0,192
0,192	Transcription	fui	0,395
0,395	position	kw_2	0,51
0,395	Transcription	de	0,51
0,51	position	kw_1	0,911
0,51	Transcription	aquella	0,911
0,911	Transcription	escuela	1,395
0,911	position	kw	1,395
1,395	Transcription	este	1,647
1,395	position	kw+1	1,647
1,647	Transcription	verano	2,105
1,647	position	ending	2,105
