tmin	tier	text	tmax
0	Transcription	Durante	0,433
0,433	Transcription	la	0,576
0,576	Transcription	clase	1,043
1,043	Transcription	miro	1,396
1,043	position	kw_2	1,396
1,396	position	kw_1	1,53
1,396	Transcription	un	1,53
1,53	position	kw	2,127
1,53	Transcription	sonido	2,127
2,127	Transcription	por	2,358
2,127	position	kw+1	2,358
2,358	Transcription	la	2,497
2,497	position	ending	3,09
2,497	Transcription	ventana	3,09
