tmin	tier	text	tmax
0	Transcription	Quiero	0,284
0,284	Transcription	viajar	0,769
0,769	position	kw_2	0,906
0,769	Transcription	a	0,906
0,906	position	kw_1	1,072
0,906	Transcription	un	1,072
1,072	Transcription	ciudad	1,635
1,072	position	kw	1,635
1,635	Transcription	este	1,961
1,635	position	kw+1	1,961
1,961	Transcription	verano	2,395
1,961	position	ending	2,395
