tmin	tier	text	tmax
0	Transcription	me	0,196
0,196	Transcription	he	0,309
0,309	Transcription	enterado	0,886
0,886	position	k_2	1,332
0,886	Transcription	durante	1,332
1,332	position	kw_1	1,476
1,332	Transcription	un	1,476
1,476	Transcription	papel	1,902
1,476	position	kw	1,902
1,902	Transcription	de	2,039
1,902	position	kw+1	2,039
2,039	position	ending	2,523
2,039	Transcription	clase	2,523
