tmin	tier	text	tmax
0	Transcription	tal	0,176
0,176	Transcription	vez	0,467
0,467	Transcription	la	0,592
0,592	position	kw_2	1,093
0,592	Transcription	carrera	1,093
1,093	Transcription	haya	1,384
1,093	position	kw_1	1,384
1,384	position	kw	2,053
1,384	Transcription	empezar	2,053
2,053	position	kw+1	2,224
2,053	Transcription	ya	2,224
2,224	Transcription	en	2,391
2,391	Transcription	el	2,486
2,486	position	ending	3,15
2,486	Transcription	circuito	3,15
