tmin	tier	text	tmax
0	Transcription	He	0,076
0,076	Transcription	visitado	0,593
0,593	Transcription	a	0,669
0,669	Transcription	mis	0,912
0,912	position	kw_2	1,494
0,912	Transcription	abuelos	1,494
1,494	position	kw_1	1,714
1,494	Transcription	en	1,714
1,714	position	kw	1,927
1,714	Transcription	hoy	1,927
1,927	Transcription	en	2,087
1,927	position	kw+1	2,087
2,087	Transcription	su	2,304
2,304	position	ending	2,794
2,304	Transcription	pueblo	2,794
