tmin	tier	text	tmax
0	Transcription	Carla	0,368
0,368	Transcription	se	0,58
0,58	Transcription	ha	0,684
0,684	position	kw_2	1,211
0,684	Transcription	acabado	1,211
1,211	position	kw_1	1,371
1,211	Transcription	de	1,371
1,371	Transcription	guisar	1,847
1,371	position	kw	1,847
1,847	Transcription	el	2,03
1,847	position	kw+1	2,03
2,03	position	ending	2,551
2,03	Transcription	libro	2,551
