tmin	tier	text	tmax
0	Transcription	Hace	0,309
0,309	Transcription	un	0,474
0,474	Transcription	mes	0,755
0,755	position	kw_2	0,857
0,755	Transcription	que	0,857
0,857	position	kw_1	1,436
0,857	Transcription	Carlos	1,436
1,436	Transcription	trabajar	2,148
1,436	position	kw	2,148
2,148	Transcription	en	2,308
2,148	position	kw+1	2,308
2,437	position	ending	2,876
2,437	Transcription	bar	2,876
