tmin	tier	text	tmax
0	Transcription	Juan	0,233
0,233	Transcription	fue	0,425
0,425	Transcription	de	0,528
0,528	position	kw_2	0,926
0,528	Transcription	casa	0,926
0,926	position	kw_1	1,007
0,926	Transcription	al	1,007
1,007	Transcription	amanecer	1,642
1,007	position	kw	1,642
1,642	Transcription	con	1,93
1,642	position	kw+1	1,93
1,93	position	ending	2,712
1,93	Transcription	prisas	2,712
