tmin	tier	text	tmax
0	Transcription	Suelo	0,368
0,368	Transcription	beber	0,742
0,742	Transcription	la	0,892
0,892	Transcription	cerveza	1,494
1,494	position	kw_2	1,623
1,494	Transcription	a	1,623
1,623	position	kw_1	1,775
1,623	Transcription	la	1,775
1,775	position	kw	2,268
1,775	Transcription	semana	2,268
2,268	Transcription	en	2,342
2,268	position	kw+1	2,342
2,342	Transcription	la	2,471
2,471	position	ending	3,107
2,471	Transcription	terraza	3,107
