tmin	tier	text	tmax
0	Transcription	ayer	0,395
0,395	position	kw_2	0,665
0,395	Transcription	los	0,665
0,665	Transcription	coches	1,166
0,665	position	kw_1	1,166
1,166	position	kw	1,792
1,166	Transcription	chocar	1,792
1,792	Transcription	en	1,956
1,792	position	kw+1	1,956
1,956	Transcription	la	2,092
2,092	Transcription	autopista	2,791
2,092	position	ending	2,791
