tmin	tier	text	tmax
0	Transcription	voy	0,181
0,181	Transcription	al	0,361
0,361	position	kw_2	0,899
0,361	Transcription	trabajo	0,899
0,899	position	kw_1	0,986
0,899	Transcription	al	0,986
0,986	position	kw	1,61
0,986	Transcription	bigbang	1,61
1,61	Transcription	excepto	2,093
1,61	position	kw+1	2,093
2,093	Transcription	el	2,207
2,207	position	ending	2,886
2,207	Transcription	viernes	2,886
