tmin	tier	text	tmax
0	Transcription	Quiero	0,283
0,283	Transcription	viajar	0,754
0,754	position	kw_2	0,849
0,754	Transcription	a	0,849
0,849	position	kw_1	1,025
0,849	Transcription	una	1,025
1,025	Transcription	ciudad	1,524
1,025	position	kw	1,524
1,524	Transcription	este	1,854
1,524	position	kw+1	1,854
1,854	Transcription	verano	2,31
1,854	position	ending	2,31
