tmin	tier	text	tmax
0	Transcription	me	0,148
0,148	Transcription	fui	0,419
0,419	position	kw_2	0,522
0,419	Transcription	de	0,522
0,522	position	kw_1	0,919
0,522	Transcription	aquella	0,919
0,919	Transcription	guitarra	1,522
0,919	position	kw	1,522
1,522	Transcription	este	1,838
1,522	position	kw+1	1,838
1,838	Transcription	verano	2,37
1,838	position	ending	2,37
