tmin	tier	text	tmax
0	Transcription	en	0,165
0,165	position	kw_2	0,557
0,165	Transcription	verano	0,557
0,557	position	kw_1	0,685
0,557	Transcription	el	0,685
0,685	position	kw	1,316
0,685	Transcription	invierno	1,316
1,316	Transcription	es	1,499
1,316	position	kw+1	1,499
1,499	Transcription	bueno	1,847
1,847	Transcription	para	2,114
2,114	position	ending	2,694
2,114	Transcription	navegar	2,694
