tmin	tier	text	tmax
0	Transcription	un	0,157
0,157	position	kw_2	0,579
0,157	Transcription	suelo	0,579
0,579	position	kw_1	0,718
0,579	Transcription	de	0,718
0,718	position	kw	1,208
0,718	Transcription	casa	1,208
1,294	Transcription	es	1,507
1,294	position	kw+1	1,507
1,507	Transcription	frio	1,83
1,83	Transcription	en	1,944
1,944	position	ending	2,612
1,944	Transcription	invierno	2,612
