tmin	tier	text	tmax
0	Transcription	lo	0,131
0,131	Transcription	he	0,261
0,261	Transcription	conocido	0,918
0,918	position	kw_2	1,388
0,918	Transcription	durante	1,388
1,388	Transcription	un	1,636
1,388	position	kw_1	1,636
1,636	Transcription	fiesta	2,158
1,636	position	kw	2,158
2,158	position	kw+1	2,724
2,158	Transcription	universitaria	3,199
2,724	position	ending	3,199
