tmin	tier	text	tmax
0	Transcription	Compro	0,31
0,31	Transcription	una	0,469
0,469	Transcription	camiseta	1,113
1,113	Transcription	de	1,233
1,113	position	kw_2	1,233
1,233	position	kw_1	1,373
1,233	Transcription	la	1,373
1,373	position	kw	1,97
1,373	Transcription	festival	1,97
1,97	Transcription	en	2,094
1,97	position	kw+1	2,094
2,094	Transcription	la	2,264
2,264	position	ending	2,85
2,264	Transcription	tienda	2,85
