tmin	tier	text	tmax
0	Transcription	el	0,16
0,16	Transcription	agua	0,41
0,41	position	kw_2	0,932
0,41	Transcription	permite	0,932
0,932	position	kw_1	1,098
0,932	Transcription	la	1,098
1,098	position	kw	1,404
1,098	Transcription	vida	1,404
1,404	Transcription	de	1,511
1,404	position	kw+1	1,511
1,511	Transcription	la	1,665
1,665	position	ending	2,182
1,665	Transcription	Tierra	2,182
