tmin	tier	text	tmax
0	Transcription	basta	0,326
0,326	Transcription	comer	0,677
0,677	position	kw_2	0,809
0,677	Transcription	la	0,809
0,809	position	kw_1	1,204
0,809	Transcription	fruta	1,204
1,204	position	kw	1,698
1,204	Transcription	limpio	1,698
1,698	Transcription	para	1,925
1,698	position	kw+1	1,925
1,925	Transcription	estar	2,244
2,244	position	ending	2,691
2,244	Transcription	sano	2,691
