tmin	tier	text	tmax
0	Transcription	Marta	0,402
0,402	Transcription	caminaba	1,063
1,063	position	kw_2	1,161
1,063	Transcription	en	1,161
1,161	position	kw_1	1,285
1,161	Transcription	un	1,285
1,285	position	kw	1,68
1,285	Transcription	prado	1,68
1,68	Transcription	por	1,833
1,68	position	kw+1	1,833
1,833	Transcription	las	2,041
2,041	position	ending	2,684
2,041	Transcription	tardes	2,684
