tmin	tier	text	tmax
0	Transcription	Me	0,15
0,15	Transcription	duele	0,529
0,529	position	kw_2	0,992
0,529	Transcription	mucho	0,992
0,992	position	kw_1	1,291
0,992	Transcription	esta	1,291
1,291	Transcription	cabeza	1,83
1,291	position	kw	1,83
1,83	Transcription	tan	2,161
1,83	position	kw+1	2,161
2,161	Transcription	dura	2,558
2,161	position	ending	2,558
