tmin	tier	text	tmax
0	Transcription	Llega	0,348
0,348	Transcription	el	0,485
0,485	position	kw_2	1,06
0,485	Transcription	momento	1,06
1,06	position	kw_1	1,377
1,06	Transcription	muy	1,377
1,377	Transcription	importante	2,12
1,377	position	kw	2,12
2,12	Transcription	para	2,364
2,12	position	kw+1	2,364
2,364	Transcription	nosotros	3,154
2,364	position	ending	3,154
