tmin	tier	text	tmax
0	Transcription	He	0,111
0,111	Transcription	llegado	0,571
0,571	position	kw_2	0,676
0,571	Transcription	a	0,676
0,676	position	kw_1	0,988
0,676	Transcription	esta	0,988
0,988	Transcription	casa	1,347
0,988	position	kw	1,347
1,347	Transcription	de	1,472
1,347	position	kw+1	1,472
1,472	Transcription	madrugada	2,143
1,472	position	ending	2,143
