tmin	tier	text	tmax
0	Transcription	la	0,214
0,214	Transcription	ciudad	0,705
0,705	Transcription	se	0,964
0,964	Transcription	ha	1,201
1,201	position	kw_2	1,628
1,201	Transcription	hundido	1,628
1,628	position	kw_1	1,933
1,628	Transcription	hace	1,933
1,933	position	kw	2,451
1,933	Transcription	siglos	2,451
2,451	Transcription	por	2,624
2,451	position	kw+1	2,624
2,624	Transcription	un	2,774
2,774	position	ending	3,343
2,774	Transcription	tsunami	3,343
