tmin	tier	text	tmax
0	Transcription	Me	0,161
0,161	Transcription	pica	0,482
0,482	position	kw_2	0,829
0,482	Transcription	mucho	0,829
0,829	position	kw_1	0,974
0,829	Transcription	la	0,974
0,974	position	kw	1,629
0,974	Transcription	gargantas	1,629
1,629	Transcription	por	1,809
1,629	position	kw+1	1,809
1,809	Transcription	el	1,947
1,947	position	ending	2,409
1,947	Transcription	polvo	2,409
