tmin	tier	text	tmax
0	Transcription	el	0,144
0,144	Transcription	curso	0,559
0,559	position	kw_2	0,712
0,559	Transcription	que	0,712
0,712	position	kw_1	1,156
0,712	Transcription	viene	1,156
1,156	position	kw	1,69
1,156	Transcription	estudiar	1,69
1,69	Transcription	mucho	2,084
1,69	position	kw+1	2,084
2,084	Transcription	para	2,321
2,321	Transcription	el	2,448
2,448	position	ending	3,113
2,448	Transcription	examen	3,113
