tmin	tier	text	tmax
0	Transcription	Hace	0,288
0,288	Transcription	un	0,425
0,425	Transcription	mes	0,709
0,709	Transcription	que	0,887
0,709	position	kw_2	0,887
0,887	position	kw_1	1,378
0,887	Transcription	Carlos	1,378
1,378	position	kw	1,837
1,378	Transcription	llueve	1,837
1,837	Transcription	en	1,967
1,837	position	kw+1	1,967
1,967	Transcription	el	2,097
2,097	position	ending	2,459
2,097	Transcription	bar	2,459
