tmin	tier	text	tmax
0	Transcription	Basta	0,377
0,377	Transcription	comer	0,751
0,751	position	kw_2	0,88
0,751	Transcription	la	0,88
0,88	position	kw_1	1,212
0,88	Transcription	fruta	1,212
1,212	position	kw	1,794
1,212	Transcription	escrita	1,794
1,794	Transcription	para	1,992
1,794	position	kw+1	1,992
1,992	Transcription	estar	2,354
2,354	position	ending	2,8
2,354	Transcription	sano	2,8
