tmin	tier	text	tmax
0	Transcription	Lo	0,142
0,142	Transcription	he	0,25
0,25	Transcription	conocido	0,904
0,904	position	kw_2	1,383
0,904	Transcription	durante	1,383
1,383	Transcription	una	1,67
1,383	position	kw_1	1,67
1,67	Transcription	rata	2,078
1,67	position	kw	2,078
2,078	position	kw+1	2,624
2,078	Transcription	universitaria	3,061
2,624	position	ending	3,061
