tmin	tier	text	tmax
0	Transcription	Tal	0,196
0,196	Transcription	vez	0,473
0,473	Transcription	la	0,61
0,61	Transcription	carrera	1,074
1,074	position	kw_2	1,257
1,074	Transcription	haya	1,257
1,257	position	kw_1	1,867
1,257	Transcription	empezado	1,867
1,867	position	kw	2,242
1,867	Transcription	rota	2,242
2,242	Transcription	en	2,331
2,242	position	kw+1	2,331
2,331	Transcription	el	2,451
2,451	position	ending	3,133
2,451	Transcription	circuito	3,133
